DRG_DESC,STATE_DESC,DISCHARGES,AVERAGE_COVERED_CHARGES,AVERAGE_MEDICARE_PAYMENTS,AVERAGE_MEDICARE_REIMBURSEMENT
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,CO,12,70023.66667,9337,7549.25
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,SC,13,57130.46154,11044.76923,7046.846154
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,IN,14,56668.14286,10188.85714,7429.071429
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,WI,14,54703.64286,11491.5,7204.142857
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,VA,15,50458.86667,9452.4,7552.866667
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,MN,16,42507.6875,11347.375,9497.5
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,NJ,16,58396.1875,11881.8125,7977.6875
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,WA,16,51524.3125,13921.3125,8872.1875
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,OH,19,51749.05263,11019.05263,7979.526316
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,TN,19,54849.26316,9311.473684,7269.947368
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,MI,24,40687.5,10845.91667,8268.875
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,PA,27,76457.18519,11428.7037,9101.296296
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,IL,29,53253.27586,9540.62069,8218.586207
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,MA,30,41435.63333,12832.6,11145.8
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,NC,31,46811.74194,12801.19355,7607.741936
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,TX,38,69040.31579,9102.105263,6975.078947
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,FL,43,62290,8838.790698,7108.139535
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,NY,43,54910.97674,13034.16279,10337.04651
825 - LYMPHOMA & NON-ACUTE LEUKEMIA W OTHER PROC W/O CC/MCC,CA,46,106940.913,14725.95652,12374.41304
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,IA,11,107627.1818,37416.27273,34533.54546
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,KY,11,142623.8182,41231,31642.90909
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,WA,11,220466.6364,53833.36364,50991.90909
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,KS,12,188626.0833,36255.83333,35357.83333
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,MN,12,122395.9167,57155.08333,47405.83333
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,IN,13,151831,38500.23077,36377.69231
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,OR,13,129951.8462,47352.92308,45049.46154
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,AL,14,172883,36523.78571,28875.5
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,OK,15,265771.7333,47701.66667,45363.33333
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,SC,15,193489.0667,51645.33333,47124.8
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,CO,17,272378.9412,60139,40200.17647
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,AZ,18,194075.7222,53528.55556,42070.72222
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,CT,18,123582.0556,53198.27778,39125
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,VA,19,160958.2105,44793.10526,38866.10526
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,MD,20,55089.8,50770.1,49700.5
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,GA,21,170398,39095.71429,36399.09524
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,NJ,24,177922.2917,44728.29167,38756.54167
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,OH,26,166193.1923,44449.69231,35122.96154
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,MA,28,179033.1786,57270,52798.07143
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,TN,28,150911.9286,34986.57143,31657.28571
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,NC,30,160712.0333,44520.83333,39315.1
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,MI,32,116090,45805.46875,35100.1875
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,IL,33,191190.6667,52042.75758,40234.54546
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,PA,36,234047.25,44885.52778,38958.27778
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,TX,39,228764.6154,39011.71795,35303.89744
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,NY,46,251346.6087,67714.41304,57959.02174
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,FL,47,197696.6596,37937.31915,32138.78723
826 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W MCC,CA,92,388225.8261,69107.44565,58170.97826
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,KS,11,81289.63636,15473.90909,14262.27273
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,OK,11,79067.72727,15889.81818,14305.45455
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,MT,12,48898.33333,15662.41667,14482
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,CT,13,69007.23077,20690.30769,18837.84615
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,UT,14,52647.21429,19177.28571,15186.85714
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,AR,15,49896.8,16602.8,14384.46667
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,IA,15,82070.33333,19216.73333,17570.33333
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,AL,22,77869.59091,15658.68182,13685.36364
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,SC,22,82926.63636,18727.77273,15823.95455
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,CO,24,131302,21609.45833,15457.54167
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,OR,24,70564.08333,23640.125,18006.375
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,AZ,25,85253.64,21007.6,13623.36
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,WA,25,99183.76,22891.92,17803.72
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,LA,26,64006.80769,17666.15385,14501.30769
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,WI,27,76096.51852,23318.81482,17489.14815
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,IN,29,82905.10345,18326.96552,15422.2069
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,NJ,29,127138.0345,20782.10345,18119.96552
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,MO,33,67547.33333,15888.66667,14291.66667
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,TN,33,83487.48485,16734.27273,14432.06061
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,GA,36,104940.1944,23889.08333,18557.19444
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,MD,39,41948.82051,38665.8718,37535.71795
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,MN,40,53939.725,22690.675,18605.4
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,MI,42,58127.16667,20529.16667,15279.28571
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,NC,44,64104.86364,19927.40909,15776.75
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,VA,46,96027.36957,22308.28261,15531.32609
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,OH,49,79291.32653,17821.69388,15396.71429
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,MA,51,95043.82353,26233,22302.78431
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,IL,57,91134.17544,22437.66667,16799.08772
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,TX,61,80000.04918,16582.67213,13993.95082
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,PA,62,123969.2419,21378.85484,16441.41936
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,FL,69,95519.4058,16730.55073,14083.27536
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,NY,69,95309.08696,24827.66667,20079.30435
827 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W CC,CA,133,170546.2782,27459.4812,23793.68421
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,IA,11,62561.90909,13374.27273,9788.454546
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,OR,11,61485.36364,14646.90909,12867.81818
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,OK,12,87531.41667,11986.58333,9558.833333
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,WI,12,50747.58333,13796,11250.41667
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,CO,13,77733.23077,14043,10130.69231
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,MN,13,43693.30769,15191.53846,13164.84615
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,MO,15,44244.4,15259.06667,9490.066667
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,AZ,17,63217.70588,15713.82353,8988.058824
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,IN,19,71229.57895,12811,11109.42105
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,OH,19,69320.68421,13017.52632,10061.57895
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,WA,19,61623,13958.21053,12015.63158
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,KS,20,58263.55,10603.1,9405.1
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,AL,22,54005.81818,12277.68182,8937.045455
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,MD,24,39990.125,37285.41667,30435.45833
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,MI,26,48135.65385,13975.03846,10568.38462
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,GA,27,64291.14815,12221.51852,9619.333333
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,VA,27,72973.44444,12782.85185,10537.14815
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,NJ,28,68049.75,14043.53571,11215.78571
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,NC,29,53433.37931,13526.68966,11215.24138
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,TN,31,64599.32258,11668.83871,8910.806452
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,IL,35,78213.14286,18227.48571,11168.25714
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,NY,36,61640.19444,16644.38889,13345.58333
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,MA,37,61129.43243,16287.35135,14336.81081
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,FL,43,92328.04651,11651.67442,10109.41861
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,TX,43,59928.04651,11519.18605,9129.511628
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,PA,47,85510.12766,15066.48936,11010.80851
828 - MYELOPROLIF DISORD OR POORLY DIFF NEOPL W MAJ O.R. PROC W/O CC/MCC,CA,71,130066.5211,19804.33803,15074.14085
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,NM,11,84082,29544,18509.81818
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,IA,12,53163.5,21938.41667,20577
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,UT,12,127459.75,39629.66667,36037.16667
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,AR,13,121201.3077,32539.46154,29731.07692
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,KS,13,255986.1539,41649.84615,40933.61539
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,CT,14,175215.4286,44334.85714,36608.07143
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,MS,14,173768.0714,28431.21429,24455.42857
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,OR,16,80120,33970.0625,31581.5
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,IN,20,132781.55,28030.6,26972.9
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,AL,21,97792.38095,22700.66667,20608.71429
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,LA,22,238424.4091,52230.59091,26286.59091
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,SC,23,102109.2609,26626.91304,22873.13044
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,WI,23,109067.5652,32553.43478,25424.17391
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,CO,24,159953.25,32910.29167,23826.625
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,KY,25,97751.04,23154.88,21106.4
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,AZ,26,102933.5769,27998.84615,23604.15385
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,MD,27,38903.59259,35877.51852,34374.62963
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,OK,28,345774.4643,45822.82143,40564.46429
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,NJ,32,227727.3125,36942.78125,32662.1875
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,GA,33,134166.8182,29895.78788,26053.36364
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,VA,35,118926.2571,32327.08571,27928.02857
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,TN,36,146401.5278,31447.94444,25861.52778
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,WA,38,114523.3947,30946.47368,22271.10526
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,MO,43,134375.0465,35217.13954,32357.44186
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,MI,46,99781.52174,30280.65217,25535.67391
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,NC,50,88665.38,34452.42,20279.28
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,OH,52,80422.26923,25306.11539,20512.05769
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,MN,57,117083.2632,38674.31579,33323.73684
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,IL,64,124726.8594,37501.34375,26809.03125
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,MA,71,144728.2394,42409.12676,36057.90141
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,NY,78,171397.9872,40118.94872,33656.41026
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,PA,82,157631.8049,28981.92683,23067.95122
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,TX,90,156801.4778,28659.18889,22688.67778
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,FL,92,180182.4565,28686.63044,25328.09783
829 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,CA,173,249295.2717,48984.60116,40583.93064
830 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,MA,12,43375.08333,12582.33333,10675
830 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,MO,14,47793,8929.642857,7791.357143
830 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,TX,15,49582.93333,12380.13333,8727.733333
830 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,VA,15,53904,10559.8,8646.6
830 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,IL,17,57480.41177,11193.88235,9195.882353
830 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,NC,17,34860.76471,10183.47059,8118.764706
830 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,NY,18,58932.05556,11712.27778,10121.61111
830 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,FL,22,89019.86364,9951.636364,7901.090909
830 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,PA,25,67572.52,12964.72,7556.4
830 - MYELOPROLIFERATIVE DISORDERS OR POORLY DIFFERENTIATED NEOPLASMS W OT,CA,28,115240.2143,13263,11469.28571
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,DE,11,94811.09091,45883,42986.45455
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,ME,14,80935.42857,40782.92857,38840.57143
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,SD,15,251540.4,45183.2,41563.06667
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,ND,17,113758.3529,52854.82353,39330.94118
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,RI,17,99831.52941,47463.17647,45044.23529
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,ID,18,186258.8889,55940.16667,54762.16667
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,NM,18,90602.55556,44758.11111,38797
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,WV,25,183372.08,53135.28,46573.92
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,NH,27,133773.2593,60227.07407,51841.44444
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,DC,28,173572.5,51156.67857,42232.32143
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,UT,28,198771.9643,60107.39286,53047.67857
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,IA,31,155677.6774,49647.51613,43099.54839
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,NE,32,150690.9063,42486.28125,41111.46875
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,OR,36,130756.3611,58918.08333,48063.63889
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,MS,39,180352.0769,50110.33333,42253.28205
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,AR,44,151969.7046,47827.70455,40781.13636
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,NV,44,337600.7273,50186.75,39017.63636
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,KS,46,265835.3044,49809.56522,44281.65217
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,AL,56,172695.6786,40612.71429,34916.23214
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,KY,57,166234.0351,47763.96491,40611
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,LA,58,129408.6552,41852.7931,35862.2931
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,CO,59,225153.9831,45083.54237,41424.08475
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,OK,62,196221.5484,41470.6129,36298.01613
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,SC,64,204820.6875,52553.59375,47121.26563
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,CT,69,164335.1594,58106.73913,47083.42029
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,WI,70,138561.6286,50769.47143,40995.87143
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,IN,76,137006.1447,40901.80263,38405.94737
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,AZ,87,166563.0805,46836.24138,37652.96552
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,GA,88,169502.7727,50045.14773,45961.54546
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,WA,88,138859.875,49231.14773,41578.03409
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,OH,104,136053.3942,43972.85577,36776.14423
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,TN,107,197031.4953,44258.5514,36386.31776
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,MN,123,187692.0488,69824.26829,52989.6748
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,NJ,127,235230.8819,51738.92126,45250.64567
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,MI,128,125155.6875,52014.11719,44322.32031
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,MD,130,86717.8,80064.33846,76082.76154
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,VA,132,207261.5455,62996.84091,47200.42424
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,MO,143,224803.4196,60839.45455,56350.98601
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,MA,147,189074.2381,64124.77551,58946.55102
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,NC,167,188866.024,59543.1497,47314.86826
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,IL,232,188329.2974,53873.7931,46611.93966
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,PA,244,307581.6271,60946.45082,46831.43443
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,TX,256,254388.1836,48157.75781,40125.22266
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,FL,265,212555.3698,43333.06415,38420.29811
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,NY,284,297148.3662,69022.44718,61642.80986
834 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W MCC,CA,377,327354.8727,70953.33952,60616.29708
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,DE,11,23488.90909,16647.54546,13654.18182
835 - ACUTE LEUKEMIA W/O MAJOR O.R. PROCEDURE W CC,DC,12,48762.66667,18373.08333,14802.5
